Method,R^2,Adjusted R^2,MAE,MSE,RMSE,HuberLoss,logcosh,Percent_Error,ColsList,sigmoid % Error,Accuracy,colslist
Linear Regressor,0.3946010550152367,0.14801909174218675,0.5978165255247633,0.6210650977715162,0.788076834941566,593.6731832550316,482.3318259730359,0.7213032581453634,,0.7614035087719299,39.46,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
XGBoost_Regressor,0.751744908726899,0.5611589540216835,0.3463825538551944,0.25467928844455723,0.5046575952510348,246.68980232417596,209.7671022095185,0.5428571428571428,,0.6085213032581454,75.17,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
Random Regressor,0.8030820831328591,0.6417064876035075,0.29493358271110526,0.20201364126118884,0.44945927653257844,197.2047220798149,169.29153413449757,0.4320802005012531,,0.4982456140350877,80.31,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
knn,0.661416411278374,0.4323474231791883,0.3913003524108919,0.34734525287043555,0.5893600367096802,336.3772394297266,275.8743855541406,0.5508771929824562,,0.5849624060150376,66.14,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
svm,0.5585536693964676,0.3057148329873174,0.4845874051782813,0.4528698154306499,0.6729560278581729,435.7315310056247,357.08984719892226,0.6711779448621554,,0.7087719298245614,55.86,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
Linear Regressor,0.4073792957217396,0.15793419434024547,0.5889759436522843,0.6079561893740429,0.7797154541074859,580.7603132591461,472.6096514703586,0.7132832080200501,,0.7538847117794486,40.74,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
XGBoost_Regressor,0.7564274239705968,0.5680667345737607,0.34181475192787986,0.2498756018644344,0.49987558638568697,241.22548352825277,205.43322371913015,0.5358395989974938,,0.5849624060150376,75.64,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
Random Regressor,0.799927138194279,0.6364190138130936,0.2967704735671017,0.2052502279830113,0.45304550321464543,200.62785792904833,171.59122204031547,0.4295739348370927,,0.48721804511278194,79.99,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
knn,0.6593803579437469,0.4293449205799471,0.39189601297698445,0.34943399397878017,0.5911294223592497,338.39911624459455,277.10922703709196,0.5528822055137844,,0.5869674185463659,65.94,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
svm,0.5697334591547405,0.318098659075428,0.4773066051759678,0.4414007217415925,0.6643799528444492,423.5559330924415,348.1899828414338,0.6621553884711779,,0.6932330827067669,56.97,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
Linear Regressor,0.40871866035515625,0.1586117431535421,0.5878130281041221,0.606582165461554,0.7788338497147861,578.7039289503565,471.15662813699004,0.7147869674185464,,0.7548872180451128,40.87,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
XGBoost_Regressor,0.7543595735345229,0.5646921895487718,0.34096826079525333,0.2519969629006507,0.5019929908879712,242.62807707888595,206.19594423603723,0.5363408521303258,,0.5894736842105263,75.44,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
Random Regressor,0.8008803130813227,0.6377761378455863,0.29737198262572334,0.20427238740479542,0.4519650289621924,199.65379368240966,171.0332705361054,0.4355889724310777,,0.49473684210526314,80.09,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
knn,0.6621034536482738,0.4326908210567102,0.39059094930669064,0.34664043162789804,0.5887617783347506,336.3484490251968,275.8137083242643,0.5453634085213033,,0.5819548872180451,66.21,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
svm,0.5717840070058303,0.3201176695193926,0.47484244511444773,0.43929711103633373,0.6627949238160576,420.8305934194087,345.61078345549197,0.6651629072681704,,0.7052631578947368,57.18,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
Linear Regressor,0.4122743193413928,0.1611355337508804,0.5858944817546237,0.6029344952529698,0.776488567367846,574.9704349428761,468.1950078566709,0.7147869674185464,,0.7493734335839599,41.23,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
XGBoost_Regressor,0.7565586725932169,0.5678295813489938,0.3403746559568732,0.2497409568682461,0.49974088973011416,240.9765308329948,204.862974958805,0.5293233082706766,,0.587468671679198,75.66,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
Random Regressor,0.8006511718680538,0.6372216645885928,0.2973404537543598,0.20450745819770194,0.4522250083727148,200.0493242441967,171.5815222129025,0.43358395989974935,,0.49523809523809526,80.07,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
knn,0.6577803447410173,0.4266365504123961,0.39490755537248123,0.3510754113687856,0.5925161697108237,340.9067397242676,279.4953583974849,0.5518796992481203,,0.5884711779448621,65.78,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
svm,0.5737279044640116,0.32202353495751035,0.4734414877028553,0.437302910559236,0.6612888253700012,418.7303873050961,343.69402926808397,0.6646616541353384,,0.7052631578947368,57.37,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
Linear Regressor,0.41267133647164045,0.16104131749437522,0.5851673127408507,0.6025272043502407,0.7762262584776688,574.3659654914493,467.658359226598,0.7137844611528822,,0.7563909774436091,41.27,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
XGBoost_Regressor,0.7568610070993252,0.5680730915975686,0.3393123080279977,0.2494307987301267,0.4994304743706842,240.40867479445433,204.3257656782509,0.5253132832080201,,0.5849624060150376,75.69,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
Random Regressor,0.7995717886626214,0.6352911765613267,0.2963864250114958,0.2056147730378884,0.4534476519267559,201.0287845120875,171.91661527924225,0.4280701754385965,,0.4892230576441103,79.96,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
knn,0.6399544387422191,0.40295442050189767,0.40724869373124006,0.36936260553013023,0.6077520921643382,356.9695337743529,291.99045988710293,0.562907268170426,,0.5959899749373434,64.0,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
svm,0.5730111559959582,0.32084864050825235,0.47350599571708596,0.4380382066166157,0.6618445486793826,419.20749895520004,343.93219188942874,0.6621553884711779,,0.7032581453634085,57.3,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
Linear Regressor,0.4125143197559352,0.1604845863132328,0.58525239857622,0.6026882842508566,0.7763300098868113,574.4934164837715,467.75510958101574,0.7147869674185464,,0.7568922305764411,41.25,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
XGBoost_Regressor,0.7577864653126296,0.5692720507660844,0.33894685150472065,0.24848139206120068,0.49847907886008685,239.7274520883294,203.89237784302708,0.5238095238095238,,0.5824561403508772,75.78,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
Random Regressor,0.8011093176368017,0.6375959516875581,0.2957350682735954,0.20403745680602756,0.45170505510346853,199.71905137014792,170.7944857083541,0.4305764411027569,,0.49122807017543857,80.11,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
knn,0.6389850295311459,0.4013972220812021,0.40744585657622806,0.37035710053452914,0.6085697170698926,357.9827193108297,292.7300905438541,0.5614035087719298,,0.5924812030075188,63.9,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
svm,0.5720707789411446,0.3194146942566951,0.4738965464724005,0.43900291818793263,0.6625729531062468,419.9642773333909,344.4132493001179,0.6671679197994987,,0.7052631578947368,57.21,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
Linear Regressor,-0.0010664965468427656,-0.000500618160923505,0.7996948599697378,1.0269714982230465,1.0133960224034069,947.4613402511468,744.8058929352896,0.812531328320802,,0.8471177944862155,-0.11,"Index(['YEAR_BUILT'], dtype='object')"
XGBoost_Regressor,0.13425458740827712,0.017531581894075554,0.7334346934470904,0.8881486559743714,0.9424163920339944,824.1495802984873,651.925441885051,0.8145363408521303,,0.8461152882205514,13.43,"Index(['YEAR_BUILT'], dtype='object')"
Random Regressor,0.14025349723889646,0.019179157408206637,0.7252119144510139,0.8819945099334168,0.9391456276496296,816.9355218989695,644.9504918542816,0.8065162907268171,,0.843609022556391,14.03,"Index(['YEAR_BUILT'], dtype='object')"
knn,0.011696974236360402,-0.00036486829034898527,0.7733069828003596,1.013877741956138,1.0069149626240232,933.0628185497444,727.5389194461416,0.8045112781954887,,0.8330827067669173,1.17,"Index(['YEAR_BUILT'], dtype='object')"
svm,-0.06398769493289991,0.0035947233592747985,0.7739537799671308,1.091520933849369,1.0447587921857222,970.3865897088947,746.3550883989824,0.8040100250626566,,0.8150375939849624,-6.4,"Index(['YEAR_BUILT'], dtype='object')"
Linear Regressor,0.0016078003098289884,-0.0010014284470172274,0.797200155296615,1.0242279975074964,1.0120414998939007,946.5014340367859,743.4481425316692,0.8110275689223058,,0.8411027568922306,0.16,"Index(['YEAR_BUILT', 'LATITUDE'], dtype='object')"
XGBoost_Regressor,0.25980858637247073,0.06656425707650904,0.6657679870611297,0.7593456455160954,0.8714044098557773,713.2666859931217,569.5864683542081,0.7734335839598997,,0.8105263157894737,25.98,"Index(['YEAR_BUILT', 'LATITUDE'], dtype='object')"
Random Regressor,0.25549307524688813,0.06433823430182195,0.6207655508923241,0.763772830864447,0.8739409767624168,707.5635867649991,553.1211782715154,0.7007518796992481,,0.7358395989974937,25.55,"Index(['YEAR_BUILT', 'LATITUDE'], dtype='object')"
knn,0.23821473006563054,0.055799215710221395,0.6394516638116126,0.7814982947560265,0.8840239220496392,721.558325901511,566.6057186435233,0.724812030075188,,0.7583959899749373,23.82,"Index(['YEAR_BUILT', 'LATITUDE'], dtype='object')"
svm,-0.05380902646309571,0.0018943023041358975,0.773900890460325,1.0810788678683292,1.0397494255195956,965.8077317870739,744.096984859272,0.7984962406015037,,0.8135338345864662,-5.38,"Index(['YEAR_BUILT', 'LATITUDE'], dtype='object')"
Linear Regressor,0.035903965230735246,-0.00021574341021390886,0.7758903808275003,0.9890443368879248,0.994507082371928,919.1542334812245,722.0793250381249,0.8045112781954887,,0.8335839598997494,3.59,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE'], dtype='object')"
XGBoost_Regressor,0.40543391688212005,0.1631175599954824,0.5866422199035904,0.6099519095668843,0.7809941802388058,578.4537367150034,469.06965377494566,0.7283208020050125,,0.7739348370927318,40.54,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE'], dtype='object')"
Random Regressor,0.5207975407969123,0.27013198218444123,0.47374227569039784,0.4916029746051292,0.7011440469726098,462.78015836105465,370.60715992569544,0.6135338345864662,,0.6506265664160401,52.08,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE'], dtype='object')"
knn,0.451517400275128,0.20266836651226172,0.5106568601195813,0.5626759052787519,0.7501172610190702,527.0554611753803,418.3865061304448,0.6395989974937344,,0.6711779448621554,45.15,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE'], dtype='object')"
svm,-0.00928910247857595,-0.001420363071237718,0.7618879349628409,1.0354068838464177,1.0175494503199427,935.7051928131749,724.2993588198468,0.7834586466165413,,0.8,-0.93,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE'], dtype='object')"
Linear Regressor,0.035903965230735246,-0.0007183643868020617,0.7758903808275003,0.9890443368879248,0.994507082371928,919.1542334812245,722.0793250381249,0.8045112781954887,,0.8335839598997494,3.59,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE'], dtype='object')"
XGBoost_Regressor,0.40543391688212005,0.16269701605578157,0.5866422199035904,0.6099519095668843,0.7809941802388058,578.4537367150034,469.06965377494566,0.7283208020050125,,0.7739348370927318,40.54,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE'], dtype='object')"
Random Regressor,0.5164334497931417,0.2652295452673865,0.47648303266912007,0.49607999695277943,0.7043294661965943,466.9088778682537,373.7047483197038,0.6105263157894737,,0.6516290726817042,51.64,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE'], dtype='object')"
knn,0.44254399051959825,0.194228791954146,0.517729504748186,0.5718815235794283,0.756228486358077,536.429715340287,425.6157520946917,0.6385964912280702,,0.67468671679198,44.25,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE'], dtype='object')"
svm,-0.009715431269598396,-0.0019154709186532948,0.7619541443781661,1.0358442449195953,1.0177643366318134,936.2070834574089,724.5853825397197,0.7824561403508772,,0.8015037593984963,-0.97,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE'], dtype='object')"
Linear Regressor,0.0625074028617032,0.001403171328585029,0.7668217197843668,0.9617524713665018,0.9806897936485838,896.6778864445232,705.2914229529292,0.8115288220551379,,0.8350877192982457,6.25,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric'], dtype='object')"
XGBoost_Regressor,0.41080962315666625,0.1666749651469963,0.5840428253866958,0.604437093971895,0.7774555253980096,574.0323166102515,465.742856896015,0.7288220551378446,,0.7704260651629072,41.08,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric'], dtype='object')"
Random Regressor,0.5280248891160542,0.2769973380346338,0.4719258874147051,0.4841886012771916,0.695836619672457,456.7548170186051,366.76175976791325,0.6140350877192983,,0.656140350877193,52.8,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric'], dtype='object')"
knn,0.431910035417009,0.18450139754433414,0.5274762459652207,0.5827906578291646,0.7634072686509898,547.6034782054016,435.05038444528697,0.6571428571428571,,0.6892230576441103,43.19,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric'], dtype='object')"
svm,0.016902677562802948,-0.002227407333066145,0.7534629131236467,1.0085373285441392,1.0042595922091755,916.3116514949381,710.0315218433593,0.7949874686716792,,0.8115288220551379,1.69,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric'], dtype='object')"
Linear Regressor,0.14912805005881613,0.019288186909860783,0.7207755401289929,0.8728903067291635,0.9342859876553664,815.8892935046781,644.5151923960686,0.7914786967418547,,0.825563909774436,14.91,"Index(['YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints'], dtype='object')"
