Method,R^2,Adjusted R^2,MAE,MSE,RMSE,HuberLoss,logcosh,Percent_Error,ColsList,Accuracy,sigmoid % Error
Linear Regressor,0.5266596715490492,0.2707877514243361,0.3282252992044483,0.18271004267994728,0.4274459529343415,176.0483666129583,161.1191606266,0.6962406015037594,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",52.67,0.724812030075188
XGBoost_Regressor,0.8225277126709941,0.6736054479731195,0.17119126205683824,0.06850455632738386,0.26173375083734207,61.47484401305838,56.680844786593525,0.41604010025062654,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",82.25,0.4666666666666667
Random Regressor,0.821193071940761,0.6713916874689203,0.1677755886895062,0.06901972955503032,0.2627160626132904,61.323785122487074,56.00946762178374,0.40150375939849625,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",82.12,0.4681704260651629
knn,0.6359613407695501,0.3990217474418458,0.2637566598649394,0.14051944228546476,0.3748592299590138,133.67513607088873,120.52823452599262,0.6045112781954888,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",63.6,0.6285714285714286
svm,-0.49621878731266,0.23936678707226788,0.595050761636998,0.5775425884016201,0.7599622282729716,564.282305918467,467.6829876587874,0.8200501253132833,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",-49.62,0.8265664160401003
Linear Regressor,0.5321845190927816,0.27632476078473855,0.32684220304829337,0.18057744363895914,0.424944047656817,173.9082816634221,159.39105136888656,0.7037593984962406,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",53.22,0.7182957393483709
XGBoost_Regressor,0.8217758418663318,0.6721919875162461,0.17300435624336127,0.06879477953160404,0.26228758935871144,61.026362791008836,56.36127355087046,0.43508771929824563,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",82.18,0.48370927318295737
Random Regressor,0.822451820856718,0.6733141434305209,0.1681837585094046,0.06853385067606281,0.26178970697119247,61.03641700724651,55.800118218129214,0.4050125313283208,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",82.25,0.4656641604010025
knn,0.6359613407695501,0.3987174546557404,0.2637566598649394,0.14051944228546476,0.3748592299590138,133.67513607088873,120.52823452599262,0.6045112781954888,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",63.6,0.6285714285714286
svm,-2.350631599661817,5.569005074001708,0.9146291674349462,1.293348581944098,1.137254844766158,1207.3879160403667,923.6033473009497,0.9012531328320802,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",-235.06,0.8827067669172932
Linear Regressor,0.5439530558393777,0.28875103563943894,0.32193534527802053,0.17603477165010084,0.4195649790558083,168.95732340409216,155.01293883588195,0.6972431077694236,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')",54.4,0.7263157894736842
XGBoost_Regressor,0.823891538660017,0.6755429338127088,0.17255924436078185,0.06797811754817004,0.26072613514599957,60.49578826015711,56.00420161533687,0.43508771929824563,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')",82.39,0.49523809523809526
Random Regressor,0.824516602619565,0.6765837336487577,0.16863364726183314,0.06773684196723555,0.2602630245871195,60.350451292004635,55.40260879614192,0.41152882205513786,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')",82.45,0.4641604010025063
knn,0.6359613407695501,0.39841285356893985,0.2637566598649394,0.14051944228546476,0.3748592299590138,133.67513607088873,120.52823452599262,0.6045112781954888,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')",63.6,0.6285714285714286
svm,0.31047200681212894,0.08723777954702006,0.3768242330026003,0.26615878996971887,0.5159057956349384,258.2098131837986,225.8216137331834,0.706766917293233,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')",31.05,0.7709273182957393
Linear Regressor,0.5438775001778078,0.2883074779463378,0.32217345087303473,0.1760639362433552,0.419599733369023,169.06675883447352,155.20404859322875,0.693734335839599,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')",54.39,0.7298245614035088
XGBoost_Regressor,0.8218974117955924,0.6720616416115,0.17500590209212705,0.06874785336531586,0.2621981185388558,61.63524475871108,57.08440484911019,0.43859649122807015,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')",82.19,0.49624060150375937
Random Regressor,0.8264478032715173,0.6796420918577999,0.16608668500314344,0.06699139575795844,0.25882696103373476,59.64719474757104,54.705332609661156,0.40852130325814534,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')",82.64,0.45964912280701753
knn,0.6359613407695501,0.39810794371266456,0.2637566598649394,0.14051944228546476,0.3748592299590138,133.67513607088873,120.52823452599262,0.6045112781954888,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')",63.6,0.6285714285714286
svm,0.40046808640467857,0.15143797685143356,0.355628573364214,0.2314201747386979,0.4810615082696784,223.42500017181288,198.8741030370137,0.693734335839599,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')",40.05,0.7263157894736842
Linear Regressor,0.546054215541204,0.290345517942585,0.3207170243157972,0.17522372100488237,0.418597325606462,168.41761044158966,154.5231528005262,0.693734335839599,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')",54.61,0.7258145363408521
XGBoost_Regressor,0.8216913750884685,0.6715529267211904,0.17301136357403307,0.06882738382847212,0.262349735712602,60.76291351621363,56.175460061350066,0.4395989974937343,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')",82.17,0.4842105263157895
Random Regressor,0.8238413731779256,0.675130288372425,0.16769135512039388,0.06799748149589023,0.26076326715220116,60.51964570245156,55.48803976247652,0.40852130325814534,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')",82.38,0.4546365914786967
knn,0.636131262539708,0.3980212923233486,0.26379475420022963,0.14045385223954704,0.3747717335119433,133.6097100000858,120.47115962680931,0.6055137844611529,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')",63.61,0.6285714285714286
svm,-0.2673799167107611,0.06113341156254848,0.5833329701088853,0.48921045758290305,0.6994358137691429,480.928700647292,414.95775677631246,0.8832080200501253,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')",-26.74,0.856140350877193
Linear Regressor,0.5468861890201555,0.2909053782138673,0.32019452078684935,0.17490257805400541,0.4182135555598424,168.1236068131134,154.24598245039337,0.6947368421052632,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",54.69,0.7218045112781954
XGBoost_Regressor,0.825384288163409,0.677539772174101,0.1727184621285387,0.06740191410831571,0.2596187861236465,59.64646372838633,55.22319271562741,0.43659147869674186,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",82.54,0.4907268170426065
Random Regressor,0.8247137879245277,0.6764204703164325,0.16872894954523557,0.06766072815795274,0.26011675870261175,60.448630763300436,55.514568067764266,0.41403508771929826,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",82.47,0.47268170426065165
knn,0.636131262539708,0.3977158744097633,0.26379475420022963,0.14045385223954704,0.3747717335119433,133.6097100000858,120.47115962680931,0.6055137844611529,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",63.61,0.6285714285714286
svm,0.354437981303688,0.11542303779082852,0.37722656449859004,0.2491878610355479,0.4991872003923457,239.02595322394433,212.5067005976579,0.7428571428571429,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",35.44,0.7629072681704261
Linear Regressor,0.5457785691293504,0.2893204302348411,0.3207592059936194,0.17533012091346226,0.4187243973229435,168.51607437053897,154.59406961832383,0.6977443609022557,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",54.58,0.7238095238095238
XGBoost_Regressor,0.8208984605754226,0.6699011773881962,0.1728931362822224,0.06913344996273596,0.2629324056915312,61.55971050294002,56.88122943400307,0.42155388471177946,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",82.09,0.4817042606516291
Random Regressor,0.8234207194887675,0.6740991027812684,0.16902928072513526,0.06815985442057021,0.26107442314514495,60.90852617779932,55.94900926448578,0.40902255639097745,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",82.34,0.4731829573934837
knn,0.636131262539708,0.39741014642723027,0.26379475420022963,0.14045385223954704,0.3747717335119433,133.6097100000858,120.47115962680931,0.6055137844611529,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",63.61,0.6285714285714286
svm,-0.9684494247399302,0.9371376704713346,0.7372360875576871,0.7598242887618633,0.871679005575942,746.4891529281491,615.7690423058691,0.9122807017543859,"Index(['BATHS', 'SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE', 'LONGITUDE', 'AGE', 'CITY numeric', 'Total_Num_ofComplaints', 'Total_crimes', 'Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",-96.84,0.8867167919799499
Linear Regressor,0.11766359248827496,0.013349911524591196,0.45951559728074287,0.34058311321606316,0.583594990739351,334.8045312555877,295.0084608535476,0.7769423558897243,"Index(['SQUARE_FEET'], dtype='object')",11.77,0.7834586466165413
XGBoost_Regressor,0.4093761382162644,0.167171155116146,0.36438660304363574,0.22798165401933201,0.4774742443518101,222.41117712242345,198.90749673891798,0.7453634085213032,"Index(['SQUARE_FEET'], dtype='object')",40.94,0.7593984962406015
Random Regressor,0.3821200810014107,0.14558726446122539,0.3694957781275562,0.23850253102406638,0.4883672092023239,232.57249997717204,206.54906634616208,0.7458646616541353,"Index(['SQUARE_FEET'], dtype='object')",38.21,0.7508771929824561
knn,0.3452567894353,0.11876030496660062,0.3850487797030865,0.25273181420686486,0.5027243918956636,247.05358293329348,219.64783399334414,0.7523809523809524,"Index(['SQUARE_FEET'], dtype='object')",34.53,0.7719298245614035
svm,-9.959362502781103,99.23816834663008,1.726855167113423,4.230329575299739,2.0567765010568695,3169.2863980977827,2266.2532341005353,0.9719298245614035,"Index(['SQUARE_FEET'], dtype='object')",-995.94,0.981453634085213
Linear Regressor,0.11736023527911899,0.012783237500297084,0.45994399901016214,0.3407002095319709,0.5836953053879831,334.8725018817794,295.14982504122827,0.775438596491228,"Index(['SQUARE_FEET', 'YEAR_BUILT'], dtype='object')",11.74,0.7869674185463659
XGBoost_Regressor,0.49784215134863974,0.24709163377154975,0.3319546039607958,0.1938336466267694,0.4402654274716213,188.28900159784556,169.39461098177838,0.7132832080200501,"Index(['SQUARE_FEET', 'YEAR_BUILT'], dtype='object')",49.78,0.724812030075188
Random Regressor,0.4514527553554848,0.20301020235653122,0.3430697175184562,0.21174001972103793,0.46015217017964605,206.09016736848127,184.05027097710897,0.6972431077694236,"Index(['SQUARE_FEET', 'YEAR_BUILT'], dtype='object')",45.15,0.7117794486215538
knn,0.4199986751834639,0.1755719784080293,0.3560843452302233,0.22388133958173081,0.47316100809526856,217.79555087264168,194.14999099103613,0.724812030075188,"Index(['SQUARE_FEET', 'YEAR_BUILT'], dtype='object')",42.0,0.7308270676691729
svm,-2.331388696598509,5.439826440625917,0.9959561981580587,1.2859207938841009,1.1339844769149623,1250.638193845176,980.9765547100965,0.9523809523809523,"Index(['SQUARE_FEET', 'YEAR_BUILT'], dtype='object')",-233.14,0.9223057644110275
Linear Regressor,0.11677206445758526,0.012149480555071257,0.46059485001858996,0.34092724430895094,0.5838897535570828,335.14658973172254,295.51520789569344,0.774937343358396,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE'], dtype='object')",11.68,0.787468671679198
XGBoost_Regressor,0.6605988344570242,0.4355415847571279,0.25552676215346454,0.13100933454143007,0.3619521163654525,123.61081654761544,112.50772044932745,0.6,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE'], dtype='object')",66.06,0.6190476190476191
Random Regressor,0.6547950088910715,0.4278957651006051,0.25071023895375066,0.13324961949735703,0.3650337237809091,126.32957013186817,114.11090126040236,0.562406015037594,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE'], dtype='object')",65.48,0.5964912280701754
knn,0.434623844907966,0.18767573370456647,0.34523776729161754,0.2182360031843227,0.4671573644761717,212.02761942640655,188.3000480203525,0.6957393483709273,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE'], dtype='object')",43.46,0.7102756892230576
svm,0.1235147526445699,0.013772100892502914,0.4561890022336164,0.3383245570406735,0.581656734716167,333.06260690729914,293.83158697285603,0.7533834586466165,"Index(['SQUARE_FEET', 'YEAR_BUILT', 'LATITUDE'], dtype='object')",12.35,0.749874686716792
